785,2009-06-25,253,105.84,BRHGR,4,2009-06-25,2009-01-06,170
791,2009-06-26,253,36.05,2J6HL,5,2009-06-26,2009-01-06,171
826,2009-07-02,253,68.47,M7MKC,6,2009-07-02,2009-01-06,177
844,2009-07-07,253,167.73,LDMDP,3,2009-07-07,2009-01-06,182
896,2009-07-14,253,243.92,4TWU6,4,2009-07-14,2009-01-06,189
930,2009-07-21,253,67.33,GGTHH,4,2009-07-21,2009-01-06,196
939,2009-07-23,253,78.3,RCAUB,6,2009-07-23,2009-01-06,198
991,2009-07-31,253,73.45,7MU9B,5,2009-07-31,2009-01-06,206
1004,2009-08-04,253,112.51,AEPLY,4,2009-08-04,2009-01-06,210
1044,2009-08-11,253,275.94,KV7M2,4,2009-08-11,2009-01-06,217
1065,2009-08-17,253,93.54,QQECQ,4,2009-08-18,2009-01-06,223
1072,2009-08-18,253,8.55,4M6FH,4,2009-08-18,2009-01-06,224
1121,2009-08-25,253,117.2805,W499U,3,2009-08-25,2009-01-06,231
1163,2009-09-01,253,133.1505,TMDA6,3,2009-09-01,2009-01-06,238
1164,2009-09-01,253,15.1,FQNRH,3,2009-09-01,2009-01-06,238
1211,2009-09-08,253,77.8405,4LWYX,3,2009-09-08,2009-01-06,245
1249,2009-09-15,253,120.7102,FSRRY,3,2009-09-15,2009-01-06,252
1295,2009-09-23,253,183.559,XH7S2,6,2009-09-24,2009-01-06,260
1306,2009-09-24,253,12.89,D69ZH,6,2009-09-24,2009-01-06,261
1326,2009-09-29,253,64.6677,RDVP5,3,2009-09-29,2009-01-06,266
1381,2009-10-08,253,193.0202,JDKYJ,6,2009-10-08,2009-01-06,275
1419,2009-10-14,253,136.45,73SV2,6,2009-10-15,2009-01-06,281
1429,2009-10-15,253,23.74,AMQFX,6,2009-10-15,2009-01-06,282
1594,2009-11-03,253,141.1412,LFS67,3,2009-11-03,2009-01-06,301
1622,2009-11-05,253,33.3537,DJEBJ,5,2009-11-06,2009-01-06,303
1749,2009-11-12,253,58.2455,NTZMY,15,2009-11-13,2009-01-06,310
1944,2009-12-04,253,184.1292,8A7CG,5,2009-12-04,2009-01-06,332
1998,2009-12-09,253,82.6957,UKJ9G,9,2009-12-09,2009-01-06,337
